flight_id,airline,origin,destination,departure_hour,distance_km,nb_passengers,weather_score,runway_congestion,aircraft_age_years,delay_minutes,severe_delay
FL02638,Lufthansa,LHR,FRA,18,2432.6,196,9.8,0.9,5,36.7,1
FL02639,EasyJet,MAD,CDG,5,1517.7,203,3.3,0.568,6,50.0,1
FL02640,British,MAD,FRA,8,1264.1,346,9.7,0.747,14,26.6,0
FL02641,British,MAD,FCO,3,3090.7,139,8.0,0.046,9,48.7,1
FL02642,AirFrance,FRA,FCO,15,1832.5,250,4.1,0.782,2,31.0,1
FL02643,EasyJet,FCO,LHR,15,1998.1,106,4.2,0.152,23,2.1,0
FL02644,Lufthansa,MAD,LHR,3,1619.9,283,1.2,0.324,10,-31.7,0
FL02645,AirFrance,AMS,CDG,5,2292.0,256,6.3,0.468,8,-1.8,0
FL02646,British,LHR,FCO,11,3425.6,241,1.6,0.816,9,-20.2,0
FL02647,EasyJet,FRA,CDG,2,506.0,190,9.7,0.218,17,-46.9,0
FL02648,EasyJet,FCO,MAD,13,633.0,162,6.0,0.16,7,38.7,1
FL02649,AirFrance,CDG,FCO,1,1456.8,207,,0.699,19,44.3,1
FL02650,British,LHR,FCO,14,1014.1,167,1.4,0.716,17,37.1,1
FL02651,Lufthansa,CDG,FRA,20,1712.4,298,7.9,0.349,6,23.4,0
FL02652,AirFrance,AMS,MAD,0,2061.3,150,3.3,0.437,23,30.2,1
FL02653,Lufthansa,MAD,FCO,22,1675.6,187,3.9,0.731,11,38.4,1
FL02654,AirFrance,CDG,MAD,2,403.6,138,7.2,0.71,5,33.7,1
FL02655,EasyJet,LHR,FRA,22,452.5,187,10.0,0.241,2,30.8,1
FL02656,Lufthansa,CDG,FRA,21,1169.5,152,6.8,0.457,7,39.9,1
FL02657,British,CDG,AMS,18,752.9,95,2.0,0.396,4,-7.3,0
FL02658,EasyJet,AMS,MAD,17,1808.0,236,,0.001,12,45.2,1
FL02659,Ryanair,FRA,CDG,0,1546.5,303,6.2,,22,-4.8,0
FL02660,Ryanair,AMS,CDG,3,1353.4,128,3.7,0.413,23,29.0,0
FL02661,Lufthansa,AMS,CDG,18,714.7,129,1.1,0.654,14,-11.8,0
FL02662,EasyJet,CDG,FRA,3,1355.7,163,4.4,0.696,5,-35.8,0
FL02663,British,CDG,MAD,16,2979.9,178,6.8,0.235,9,6.2,0
FL02664,Ryanair,MAD,AMS,5,3302.9,181,1.4,0.116,11,-27.1,0
FL02665,Lufthansa,FRA,MAD,16,2494.6,172,7.3,0.177,2,22.9,0
FL02666,Ryanair,AMS,FCO,0,3402.0,90,9.7,0.534,17,85.3,1
FL02667,AirFrance,FCO,AMS,15,676.7,301,9.0,0.827,5,58.8,1
FL02668,Lufthansa,FRA,MAD,22,2758.1,266,2.6,0.793,19,114.6,1
FL02669,EasyJet,MAD,FRA,14,1887.0,125,2.7,0.592,18,36.5,1
FL02670,Ryanair,MAD,AMS,4,1714.9,208,8.8,0.997,1,68.7,1
FL02671,British,AMS,FRA,16,2125.4,99,2.0,0.928,6,63.1,1
FL02672,Lufthansa,MAD,FCO,19,2785.9,111,,0.272,14,59.3,1
FL02673,AirFrance,LHR,FCO,20,2148.9,344,7.5,,16,-0.4,0
FL02674,AirFrance,FCO,LHR,23,2978.7,325,8.7,0.467,21,62.9,1
FL02675,Ryanair,FCO,MAD,1,3219.6,192,7.1,0.882,22,1.7,0
FL02676,British,FRA,FCO,19,1938.7,342,5.9,0.776,19,72.5,1
FL02677,EasyJet,MAD,LHR,1,2577.6,84,5.2,0.285,19,58.3,1
FL02678,Ryanair,FRA,MAD,14,2488.8,209,3.8,0.963,15,44.0,1
FL02679,EasyJet,AMS,LHR,23,1663.3,277,9.3,0.232,25,-12.3,0
FL02680,British,CDG,AMS,0,3297.4,212,6.2,0.209,20,17.0,0
FL02681,British,FRA,FCO,23,473.4,299,8.7,0.756,22,-1.0,0
FL02682,British,CDG,AMS,15,1984.0,191,7.1,0.955,7,25.5,0
FL02683,AirFrance,MAD,CDG,21,2988.6,318,1.8,0.637,7,27.7,0
FL02684,AirFrance,MAD,FCO,17,997.3,160,2.8,0.322,1,45.2,1
FL02685,Lufthansa,LHR,AMS,18,2181.2,254,6.0,0.043,6,26.9,0
FL02686,Lufthansa,FCO,MAD,10,925.8,314,7.2,0.809,10,67.0,1
FL02687,British,MAD,LHR,8,2201.6,107,9.7,0.482,3,8.4,0
FL02688,Ryanair,CDG,FCO,7,2573.2,240,7.3,0.042,5,67.8,1
FL02689,AirFrance,CDG,AMS,3,1804.8,117,9.8,0.933,12,-16.3,0
FL02690,EasyJet,CDG,FRA,3,2063.2,207,6.4,0.147,22,-7.4,0
FL02691,AirFrance,MAD,FRA,0,1700.3,287,2.4,0.906,18,23.4,0
FL02692,AirFrance,FRA,AMS,9,1206.5,260,1.0,0.37,11,0.6,0
FL02693,British,FRA,CDG,4,3402.5,188,4.9,0.487,18,-19.4,0
FL02694,Lufthansa,LHR,FRA,15,1611.8,178,6.4,0.823,2,2.0,0
FL02695,AirFrance,AMS,LHR,22,2673.9,205,4.4,0.82,5,49.9,1
FL02696,British,CDG,FRA,21,888.0,111,4.4,0.023,4,1.6,0
FL02697,EasyJet,AMS,CDG,13,2358.6,316,,0.956,22,30.5,1
FL02698,Lufthansa,AMS,LHR,8,1289.9,96,6.4,0.912,13,39.4,1
FL02699,Lufthansa,FCO,CDG,17,2377.0,201,8.4,0.635,3,19.1,0
FL02700,EasyJet,FCO,AMS,4,659.9,252,5.3,0.92,2,10.4,0
FL02701,AirFrance,AMS,LHR,4,1934.9,317,3.5,0.054,10,13.9,0
FL02702,British,AMS,MAD,5,3150.1,154,2.7,0.66,23,14.8,0
FL02703,AirFrance,CDG,FRA,13,3423.3,107,3.3,0.366,19,11.6,0
FL02704,Ryanair,MAD,AMS,0,3002.9,293,8.4,0.886,9,66.7,1
FL02705,EasyJet,LHR,MAD,10,866.0,316,6.0,0.469,18,26.2,0
FL02706,EasyJet,CDG,FCO,8,1633.0,325,8.0,,14,9.2,0
FL02707,AirFrance,LHR,FCO,16,1900.4,312,2.4,0.399,2,33.8,1
FL02708,Lufthansa,MAD,CDG,22,2360.5,273,4.9,,7,-3.0,0
FL02709,EasyJet,CDG,FCO,13,406.5,278,4.6,0.795,3,1.3,0
FL02710,EasyJet,MAD,FRA,15,3402.1,268,2.3,0.191,4,-29.9,0
FL02711,Lufthansa,FRA,LHR,17,2491.1,201,7.1,0.838,1,64.3,1
FL02712,British,AMS,FRA,17,363.1,305,,0.471,23,37.3,1
FL02713,British,FCO,MAD,15,3091.1,132,1.4,0.103,2,9.8,0
FL02714,Ryanair,LHR,FRA,13,3420.1,270,6.4,0.152,10,18.7,0
FL02715,EasyJet,CDG,LHR,10,3418.2,126,,0.925,2,21.4,0
FL02716,AirFrance,MAD,FCO,23,1458.8,170,,,12,2.8,0
FL02717,Ryanair,AMS,MAD,5,2495.4,197,6.6,,1,30.3,1
FL02718,EasyJet,FRA,FCO,19,1814.8,315,6.9,0.334,8,19.0,0
FL02719,British,MAD,FRA,19,3074.6,311,3.3,0.347,13,20.4,0
FL02720,Ryanair,FCO,LHR,1,1200.1,287,4.1,0.441,2,-17.3,0
FL02721,Ryanair,CDG,FRA,7,1767.5,197,8.1,0.395,19,30.1,1
FL02722,EasyJet,MAD,FCO,3,2679.3,272,1.0,0.344,25,-7.7,0
FL02723,AirFrance,MAD,FRA,19,2403.4,265,6.5,0.509,9,15.1,0
FL02724,British,CDG,FRA,10,1910.6,167,1.4,0.255,11,64.1,1
FL02725,AirFrance,AMS,FCO,18,2085.1,187,4.4,0.145,15,19.0,0
FL02726,AirFrance,CDG,LHR,22,1957.9,116,3.3,0.897,20,33.0,1
FL02727,British,FCO,FRA,19,1011.6,164,4.2,0.118,22,31.6,1
FL02728,EasyJet,FCO,LHR,20,1180.0,84,1.4,0.657,14,74.7,1
FL02729,Ryanair,LHR,MAD,19,3397.0,333,2.2,0.332,18,66.4,1
FL02730,British,MAD,FCO,3,2598.4,152,8.7,0.47,22,-31.3,0
FL02731,Ryanair,AMS,FCO,8,1729.9,277,,0.248,15,52.7,1
FL02732,British,FRA,AMS,5,557.9,300,2.6,0.047,9,22.6,0
FL02733,Ryanair,LHR,FCO,5,1656.2,299,5.5,0.455,18,-43.7,0
FL02734,Ryanair,FRA,MAD,10,1940.7,311,9.7,0.004,20,5.8,0
FL02735,Lufthansa,FCO,AMS,22,3447.9,292,9.3,0.963,14,36.4,1
FL02736,AirFrance,FCO,AMS,6,1103.7,207,1.2,0.279,17,55.0,1
FL02737,Ryanair,FRA,AMS,19,1075.7,258,9.3,,12,-13.0,0
FL02738,Lufthansa,FCO,LHR,22,3249.1,111,8.3,,14,34.3,1
FL02739,Ryanair,AMS,FRA,16,396.8,241,1.9,,23,59.2,1
FL02740,Ryanair,LHR,FRA,1,982.2,305,2.6,0.651,25,61.0,1
FL02741,EasyJet,CDG,FCO,13,2334.4,162,5.1,0.418,3,13.6,0
FL02742,AirFrance,LHR,FCO,22,345.9,175,5.4,0.047,13,-1.2,0
FL02743,EasyJet,CDG,MAD,22,3122.4,257,5.6,0.377,12,-25.8,0
FL02744,Ryanair,CDG,FCO,0,828.8,347,2.3,0.915,17,66.0,1
FL02745,British,MAD,AMS,18,432.8,241,6.5,0.922,20,13.7,0
FL02746,British,AMS,LHR,22,2990.2,226,1.3,0.243,22,26.5,0
FL02747,Lufthansa,FCO,LHR,19,2029.3,315,7.6,0.21,6,34.9,1
FL02748,EasyJet,MAD,FCO,13,3436.5,144,9.4,0.545,5,1.6,0
FL02749,EasyJet,AMS,FRA,5,1807.8,350,4.4,,8,27.5,0
FL02750,EasyJet,MAD,FCO,7,2959.7,304,9.6,,6,44.0,1
FL02751,British,LHR,FRA,8,2340.7,257,7.8,0.637,12,-2.7,0
FL02752,EasyJet,LHR,FRA,20,713.0,311,7.4,,9,12.8,0
FL02753,Ryanair,LHR,MAD,16,1440.6,320,9.5,0.221,21,8.7,0
FL02754,British,FRA,AMS,0,1299.0,163,1.4,0.152,11,18.6,0
FL02755,Ryanair,FRA,AMS,16,2231.6,194,8.2,0.983,21,41.4,1
FL02756,EasyJet,MAD,FCO,17,3032.2,115,6.3,0.864,13,37.8,1
FL02757,EasyJet,LHR,FCO,12,2992.5,255,1.1,0.279,22,47.6,1
FL02758,EasyJet,MAD,LHR,6,899.7,171,1.6,0.283,20,21.4,0
FL02759,Ryanair,FRA,FCO,14,3237.7,304,,0.423,6,17.4,0
FL02760,Ryanair,AMS,FCO,21,2994.0,161,1.3,0.636,20,69.5,1
FL02761,Ryanair,LHR,CDG,2,712.1,104,9.6,0.029,4,18.3,0
FL02762,EasyJet,CDG,AMS,4,2041.8,206,5.9,,18,70.2,1
FL02763,AirFrance,CDG,FCO,21,354.1,139,3.0,0.838,7,32.3,1
FL02764,Lufthansa,FCO,MAD,15,830.2,315,3.9,0.608,22,54.6,1
FL02765,British,FRA,AMS,22,3232.9,231,5.5,0.612,12,15.6,0
FL02766,Ryanair,FRA,LHR,22,2313.4,148,6.7,0.3,12,14.2,0
FL02767,Ryanair,CDG,FCO,7,2297.7,162,2.2,0.897,5,63.2,1
FL02768,EasyJet,FCO,AMS,20,3424.9,163,1.7,0.096,3,21.7,0
FL02769,British,FCO,LHR,2,1258.0,271,7.4,0.06,7,53.9,1
FL02770,Lufthansa,MAD,AMS,19,3121.5,317,5.6,0.141,2,31.4,1
FL02771,Lufthansa,FCO,FRA,21,3046.4,168,1.8,0.992,10,83.8,1
FL02772,British,LHR,AMS,7,1226.6,91,1.8,0.089,18,42.3,1
FL02773,AirFrance,FRA,LHR,11,1830.2,242,1.6,,16,15.1,0
FL02774,Lufthansa,FCO,LHR,4,1339.7,288,,0.594,4,-2.0,0
FL02775,Lufthansa,FRA,LHR,8,2863.3,267,2.8,0.686,14,21.2,0
FL02776,EasyJet,AMS,MAD,2,894.0,202,2.2,0.151,25,-19.3,0
FL02777,Lufthansa,AMS,CDG,22,2564.8,337,3.0,0.592,10,16.2,0
FL02778,British,AMS,CDG,17,2044.1,350,6.2,0.302,12,14.5,0
FL02779,Lufthansa,LHR,CDG,18,644.6,98,1.6,0.321,18,34.5,1
FL02780,AirFrance,MAD,LHR,7,2733.2,284,9.9,0.712,23,-3.2,0
FL02781,AirFrance,MAD,CDG,0,3046.4,191,9.1,0.115,17,17.7,0
FL02782,AirFrance,FRA,CDG,3,1065.4,185,1.2,0.249,9,2.5,0
FL02783,British,FRA,AMS,0,3366.1,119,5.7,0.345,23,-13.1,0
FL02784,Lufthansa,FRA,AMS,4,1023.5,273,2.9,0.835,22,45.6,1
FL02785,EasyJet,FCO,AMS,23,545.9,108,9.0,0.977,1,65.5,1
FL02786,British,AMS,MAD,6,493.4,284,1.2,0.608,13,18.0,0
FL02787,British,MAD,AMS,21,2234.7,150,3.2,0.059,16,59.4,1
FL02788,British,CDG,LHR,18,1885.5,113,1.4,0.25,7,63.7,1
FL02789,Ryanair,LHR,CDG,12,1380.5,331,8.9,0.526,7,-11.0,0
FL02790,Lufthansa,MAD,FRA,19,2643.1,332,5.7,0.913,23,9.7,0
FL02791,Lufthansa,FCO,FRA,17,3325.8,220,10.0,0.62,4,69.0,1
FL02792,AirFrance,LHR,MAD,16,3058.2,200,5.9,0.548,16,-28.4,0
FL02793,Lufthansa,MAD,FCO,20,916.0,203,1.3,0.411,15,15.8,0
FL02794,EasyJet,FRA,FCO,13,2661.8,216,3.1,0.13,13,46.3,1
FL02795,Lufthansa,CDG,AMS,10,1404.7,166,5.3,,9,-3.3,0
FL02796,British,CDG,LHR,23,2784.0,209,4.3,0.113,10,26.5,0
FL02797,Lufthansa,FCO,MAD,2,532.6,275,3.8,0.86,13,71.8,1
FL02798,Lufthansa,MAD,CDG,10,1393.4,218,4.2,0.742,17,38.9,1
FL02799,Lufthansa,MAD,FCO,8,3259.7,198,1.8,0.027,10,66.9,1
FL02800,Ryanair,FRA,MAD,18,1433.4,290,1.3,0.007,3,18.8,0
FL02801,AirFrance,AMS,MAD,20,3434.1,157,2.3,0.523,19,10.6,0
FL02802,Lufthansa,FCO,CDG,20,3043.2,307,8.2,0.53,18,13.5,0
FL02803,Ryanair,FCO,CDG,18,1339.5,310,,0.194,1,31.6,1
FL02804,AirFrance,MAD,FRA,1,2039.5,115,8.2,0.856,25,-8.4,0
FL02805,AirFrance,LHR,MAD,16,2310.8,219,7.7,0.463,1,4.4,0
FL02806,EasyJet,AMS,FRA,22,2414.5,251,2.1,0.594,12,15.6,0
FL02807,Ryanair,FRA,FCO,23,1539.0,248,8.5,0.752,16,51.3,1
FL02808,Ryanair,MAD,LHR,15,1396.9,336,,,14,-17.3,0
FL02809,AirFrance,FCO,MAD,6,1166.9,316,8.0,0.319,6,13.7,0
FL02810,EasyJet,FCO,LHR,17,1029.4,163,9.2,0.486,3,57.3,1
FL02811,AirFrance,CDG,LHR,14,340.8,132,7.4,0.656,15,1.8,0
FL02812,Lufthansa,CDG,MAD,18,1265.6,224,9.3,0.626,21,25.5,0
FL02813,Lufthansa,FRA,MAD,4,2819.0,183,5.4,0.81,23,8.9,0
FL02814,EasyJet,AMS,FCO,3,2410.5,104,4.7,0.274,15,29.7,0
FL02815,EasyJet,CDG,LHR,10,1956.5,146,7.6,,17,52.1,1
FL02816,AirFrance,FCO,AMS,19,1188.3,81,6.2,0.417,3,-27.5,0
FL02817,Ryanair,MAD,FRA,8,1521.8,121,10.0,0.241,25,3.9,0
FL02818,Ryanair,LHR,MAD,15,981.2,344,8.7,0.97,6,19.0,0
FL02819,Lufthansa,MAD,AMS,9,2090.6,333,1.5,0.887,21,56.2,1
FL02820,Ryanair,CDG,FRA,2,2703.1,95,2.5,0.483,19,49.9,1
FL02821,AirFrance,AMS,MAD,21,1598.8,89,4.9,0.844,18,71.9,1
FL02822,Ryanair,MAD,CDG,13,1283.8,148,7.9,,1,12.9,0
FL02823,Lufthansa,FCO,MAD,0,2962.3,90,8.3,0.777,17,-3.3,0
FL02824,EasyJet,FCO,MAD,18,1019.3,98,8.6,0.035,17,-10.7,0
FL02825,Lufthansa,FRA,FCO,8,2200.4,302,3.7,0.409,22,51.5,1
FL02826,AirFrance,MAD,FRA,21,3063.1,254,5.0,0.395,22,32.9,1
FL02827,Ryanair,CDG,FCO,16,812.5,132,6.3,0.577,1,43.7,1
FL02828,Lufthansa,FRA,MAD,4,2715.3,111,9.8,0.992,8,-10.1,0
FL02829,AirFrance,LHR,FRA,23,1544.6,210,9.6,0.443,8,64.8,1
FL02830,AirFrance,MAD,FRA,1,2643.8,196,4.9,0.647,9,13.5,0
FL02831,EasyJet,MAD,AMS,11,690.9,255,2.8,0.575,1,71.4,1
FL02832,Lufthansa,MAD,AMS,19,3278.3,179,4.9,0.258,5,37.0,1
FL02833,British,FRA,AMS,5,2774.7,346,2.3,0.855,8,29.4,0
FL02834,Ryanair,AMS,LHR,3,413.1,197,8.4,0.714,2,30.3,1
FL02835,AirFrance,AMS,FCO,9,756.2,186,9.1,0.446,9,15.9,0
FL02836,Lufthansa,FCO,CDG,20,2305.6,343,3.5,0.766,3,62.2,1
FL02837,Lufthansa,FRA,AMS,17,2303.0,86,3.0,0.524,23,24.8,0
FL02838,AirFrance,MAD,AMS,18,2407.9,88,6.9,0.37,23,1.3,0
FL02839,Ryanair,FRA,MAD,23,2962.4,153,5.4,0.792,15,19.4,0
FL02840,Ryanair,CDG,MAD,6,2582.5,310,9.7,0.429,17,4.9,0
FL02841,Ryanair,AMS,LHR,8,2622.6,147,6.0,0.572,8,-2.5,0
FL02842,British,MAD,FCO,6,2468.7,121,1.2,0.594,12,9.2,0
FL02843,British,FCO,MAD,11,2853.2,121,7.5,0.012,14,-40.4,0
FL02844,British,MAD,CDG,12,2367.9,194,5.4,0.871,19,47.1,1
FL02845,British,FCO,AMS,13,1089.2,263,1.8,0.231,11,35.6,1
FL02846,EasyJet,MAD,LHR,4,630.1,260,4.6,0.442,7,22.9,0
FL02847,British,FCO,MAD,7,2209.0,211,9.3,0.201,19,-5.4,0
FL02848,Ryanair,MAD,FRA,13,2791.8,268,5.2,0.217,2,51.0,1
FL02849,Lufthansa,FCO,CDG,0,2419.0,319,4.4,0.683,6,-4.7,0
FL02850,EasyJet,LHR,FRA,5,3330.6,184,5.5,0.214,3,30.0,0
FL02851,EasyJet,FCO,MAD,0,2850.2,143,,,18,-14.9,0
FL02852,AirFrance,FCO,MAD,6,3423.7,158,3.7,0.774,18,41.9,1
FL02853,British,FCO,LHR,21,1800.9,262,6.7,0.484,14,22.3,0
FL02854,British,FCO,CDG,19,933.0,129,3.6,0.707,22,12.8,0
FL02855,Ryanair,FCO,AMS,3,346.3,259,8.3,0.418,19,24.8,0
FL02856,EasyJet,LHR,FRA,17,1709.5,109,8.1,0.326,17,3.5,0
FL02857,British,CDG,MAD,12,1697.6,124,5.0,0.303,15,-21.4,0
FL02858,British,AMS,LHR,14,1175.0,215,6.5,0.319,7,21.8,0
FL02859,British,CDG,AMS,5,2690.1,109,1.4,0.645,22,10.7,0
FL02860,British,FCO,LHR,8,3277.1,232,3.1,0.406,11,55.9,1
FL02861,Lufthansa,CDG,FRA,3,2495.3,279,,0.452,1,2.5,0
FL02862,Ryanair,FRA,AMS,19,1230.4,298,,0.802,7,39.0,1
FL02863,EasyJet,MAD,FRA,14,1183.9,300,6.2,0.881,14,38.6,1
FL02864,Ryanair,CDG,FRA,23,2138.6,287,9.8,0.409,17,22.6,0
FL02865,AirFrance,FCO,AMS,20,442.1,234,5.7,0.217,5,24.6,0
FL02866,EasyJet,CDG,LHR,7,1950.0,241,7.9,,19,-1.4,0
FL02867,Ryanair,MAD,LHR,16,337.0,95,8.7,0.856,4,40.7,1
FL02868,Ryanair,AMS,CDG,12,2692.6,126,6.5,0.116,13,12.5,0
FL02869,Ryanair,CDG,MAD,10,686.6,128,7.7,0.833,19,7.2,0
FL02870,British,MAD,AMS,2,1845.7,85,6.5,0.851,23,39.1,1
FL02871,Lufthansa,AMS,FRA,0,1869.3,131,1.8,0.22,5,44.7,1
FL02872,British,FRA,LHR,4,434.7,215,,,7,17.4,0
FL02873,EasyJet,FCO,CDG,15,1887.3,347,4.5,0.255,1,0.9,0
FL02874,Lufthansa,MAD,LHR,23,405.0,197,10.0,0.83,3,32.6,1
FL02875,EasyJet,FRA,AMS,21,598.6,136,4.9,0.063,3,39.9,1
FL02876,Lufthansa,FCO,LHR,21,2266.7,193,2.6,0.875,17,23.1,0
FL02877,EasyJet,AMS,LHR,1,1673.4,157,8.1,0.341,14,-25.9,0
FL02878,British,CDG,LHR,18,2552.5,135,4.6,0.967,12,22.1,0
FL02879,AirFrance,FRA,LHR,2,508.3,105,8.1,,4,-6.5,0
FL02880,AirFrance,FCO,AMS,0,1110.2,288,8.9,0.692,16,21.3,0
FL02881,AirFrance,FRA,CDG,17,2990.5,219,3.9,0.875,1,56.6,1
FL02882,Ryanair,AMS,CDG,13,2948.6,313,4.6,0.22,20,11.6,0
FL02883,British,FRA,FCO,20,430.0,212,9.8,0.143,20,-1.3,0
FL02884,Ryanair,MAD,AMS,13,873.3,177,6.6,0.406,13,-2.3,0
FL02885,British,CDG,FCO,11,924.8,129,8.7,0.139,21,-12.9,0
FL02886,Ryanair,FCO,MAD,16,1324.5,87,8.0,0.129,15,31.4,1
FL02887,EasyJet,CDG,LHR,12,1538.2,284,7.9,0.522,9,19.0,0
FL02888,British,AMS,MAD,15,2381.5,143,4.4,0.746,22,1.4,0
FL02889,Ryanair,CDG,FRA,2,3169.9,334,2.9,0.148,5,25.6,0
FL02890,Ryanair,LHR,MAD,23,1548.9,97,,0.837,20,93.0,1
FL02891,Ryanair,AMS,MAD,2,1748.4,135,8.6,0.15,21,-10.9,0
FL02892,Lufthansa,FRA,LHR,2,902.9,140,4.3,0.329,20,41.3,1
FL02893,Lufthansa,FRA,LHR,7,778.2,143,,0.147,19,17.5,0
FL02894,Lufthansa,FCO,CDG,8,3208.1,118,1.3,0.926,16,74.2,1
FL02895,British,LHR,MAD,22,3202.2,180,6.7,0.482,25,-26.8,0
FL02896,Ryanair,CDG,FRA,3,3269.5,298,2.3,0.492,19,24.6,0
FL02897,British,CDG,FCO,3,2390.1,101,6.1,0.311,14,-5.5,0
FL02898,British,MAD,LHR,21,1364.0,338,9.8,0.871,5,48.2,1
FL02899,EasyJet,LHR,MAD,16,1972.6,153,7.8,0.626,11,-5.5,0
FL02900,Lufthansa,FCO,FRA,6,1346.2,114,9.7,0.757,18,63.5,1
FL02901,AirFrance,FRA,CDG,7,1105.6,267,7.6,0.962,6,54.5,1
FL02902,EasyJet,MAD,AMS,12,3228.3,102,5.9,0.299,23,10.9,0
FL02903,British,MAD,CDG,23,2428.4,108,3.8,0.842,7,39.8,1
FL02904,Ryanair,AMS,LHR,3,1488.5,149,1.9,0.481,10,10.7,0
FL02905,AirFrance,FRA,MAD,7,312.1,142,,0.277,10,-0.6,0
FL02906,British,MAD,FRA,11,2565.0,239,2.8,,20,56.3,1
FL02907,EasyJet,CDG,LHR,21,3024.1,196,3.2,0.581,15,43.6,1
FL02908,British,MAD,CDG,2,380.5,103,8.1,0.294,20,32.9,1
FL02909,British,MAD,FRA,23,2576.6,262,7.5,0.734,17,-22.6,0
FL02910,EasyJet,AMS,MAD,1,3333.7,146,6.2,0.607,7,8.0,0
FL02911,EasyJet,MAD,LHR,16,708.2,227,1.4,0.214,6,38.9,1
FL02912,British,FRA,MAD,17,431.1,304,,0.686,10,35.7,1
FL02913,British,LHR,AMS,17,1782.6,315,8.7,0.459,8,-1.1,0
FL02914,Ryanair,MAD,CDG,0,2451.1,310,7.5,0.992,5,44.8,1
FL02915,AirFrance,LHR,FCO,4,687.0,188,5.5,0.537,16,-8.3,0
FL02916,EasyJet,LHR,AMS,8,2566.6,190,2.8,,10,33.3,1
FL02917,Ryanair,FCO,AMS,13,2123.7,98,4.6,0.032,9,-57.0,0
FL02918,AirFrance,LHR,FRA,8,2391.0,215,4.1,0.277,18,0.0,0
FL02919,AirFrance,CDG,FCO,21,1289.7,301,2.4,0.118,13,29.9,0
FL02920,AirFrance,MAD,CDG,9,2089.2,195,3.3,0.095,23,1.9,0
FL02921,EasyJet,FCO,FRA,18,1418.8,265,8.4,0.71,19,48.8,1
FL02922,British,LHR,AMS,18,2715.1,133,8.7,0.689,11,13.7,0
FL02923,British,MAD,LHR,15,1579.2,298,5.3,0.21,18,-5.2,0
FL02924,Ryanair,CDG,AMS,8,3494.9,117,3.0,0.555,18,52.8,1
FL02925,British,FRA,LHR,13,2817.2,146,6.5,,16,17.2,0
FL02926,AirFrance,CDG,LHR,2,562.4,134,5.7,,10,-0.0,0
FL02927,Lufthansa,FCO,LHR,13,3409.8,335,7.8,0.585,1,52.7,1
FL02928,British,MAD,CDG,12,2787.5,208,7.3,,21,36.0,1
FL02929,British,AMS,CDG,10,3440.0,326,7.0,,15,-14.7,0
FL02930,EasyJet,FCO,LHR,12,1746.7,98,4.5,,6,-11.3,0
FL02931,Lufthansa,MAD,LHR,13,1277.8,168,,0.387,19,-3.6,0
FL02932,Ryanair,FRA,FCO,15,631.4,266,7.1,0.157,16,20.5,0
FL02933,EasyJet,CDG,LHR,3,2480.1,237,1.9,0.676,7,18.8,0
FL02934,EasyJet,CDG,FCO,13,1925.5,288,7.2,0.687,14,-1.3,0
FL02935,AirFrance,CDG,FCO,10,2455.4,322,4.1,0.968,19,20.4,0
FL02936,Lufthansa,MAD,FRA,8,3127.9,106,2.8,0.84,22,71.6,1
FL02937,EasyJet,FRA,FCO,12,2887.1,215,5.7,0.387,20,8.1,0
FL02938,Ryanair,MAD,CDG,11,1431.5,202,5.0,0.32,2,48.0,1
FL02939,Lufthansa,FRA,CDG,11,1072.3,333,6.8,0.273,24,-14.9,0
FL02940,Lufthansa,FCO,AMS,8,1364.9,93,8.2,0.554,2,16.2,0
FL02941,EasyJet,AMS,CDG,11,1034.6,190,5.8,0.58,6,7.7,0
FL02942,EasyJet,AMS,MAD,9,3423.3,348,,0.811,1,12.5,0
FL02943,EasyJet,LHR,AMS,6,477.2,220,1.0,0.218,23,29.7,0
FL02944,AirFrance,CDG,FRA,13,1455.1,197,5.1,0.206,10,16.1,0
FL02945,EasyJet,MAD,FRA,20,1666.5,281,7.7,0.851,5,38.6,1
FL02946,British,AMS,MAD,8,656.7,155,7.4,0.284,3,10.6,0
FL02947,AirFrance,CDG,LHR,5,2310.5,303,,0.11,20,-1.7,0
FL02948,British,FRA,FCO,14,1822.5,320,2.8,0.835,14,67.0,1
FL02949,AirFrance,FRA,MAD,6,3146.2,308,4.3,0.473,19,15.6,0
FL02950,Ryanair,FCO,LHR,13,401.5,319,,0.528,11,37.1,1
FL02951,EasyJet,MAD,CDG,15,572.6,141,6.4,0.719,4,46.1,1
FL02952,Lufthansa,LHR,AMS,14,1111.4,346,9.6,0.736,7,0.3,0
FL02953,Lufthansa,MAD,AMS,16,1726.9,251,5.5,0.489,3,11.9,0
FL02954,EasyJet,FCO,FRA,3,3136.6,298,5.5,0.528,25,-25.1,0
FL02955,British,FCO,FRA,14,1998.9,217,2.8,,9,-12.5,0
FL02956,EasyJet,LHR,AMS,10,2411.8,83,8.9,0.479,17,5.3,0
FL02957,AirFrance,AMS,CDG,6,676.6,311,8.4,0.663,13,16.4,0
FL02958,AirFrance,MAD,AMS,23,1961.6,337,9.5,0.889,18,6.8,0
FL02959,British,FCO,AMS,10,3488.8,190,,0.972,2,-25.7,0
FL02960,EasyJet,CDG,MAD,4,1654.6,107,4.3,0.912,2,37.6,1
FL02961,Lufthansa,AMS,FCO,21,2291.8,275,1.2,0.892,8,4.4,0
FL02962,Ryanair,FRA,CDG,7,393.9,140,3.5,0.06,6,95.2,1
