user_id,genre,sub_type,hour_of_day,listen_duration_s,nb_skips,nb_likes,device_type,explicit_content,engagement_score
U0257,classical,family,23,114.9,1,0,smart_speaker,1,42.14
U0384,hiphop,premium,12,114.2,4,3,mobile,1,62.5
U0237,electronic,family,13,205.7,6,1,smart_speaker,0,48.75
U0365,rock,premium,12,192.1,5,,smart_speaker,0,49.57
U0119,pop,family,5,80.2,6,0,desktop,1,70.28
U0349,rock,family,17,276.9,1,2,mobile,0,64.93
U0158,hiphop,premium,14,87.6,9,2,desktop,1,33.51
U0234,jazz,premium,4,,5,2,mobile,0,85.52
U0470,electronic,free,16,90.9,5,4,smart_speaker,1,32.87
U0474,hiphop,premium,9,54.3,3,0,smart_speaker,0,30.76
U0137,hiphop,premium,17,124.3,9,4,desktop,0,72.73
U0251,classical,family,10,198.1,9,,smart_speaker,1,42.86
U0470,rock,family,12,248.1,1,2,smart_speaker,0,13.56
U0106,pop,family,7,235.8,9,5,mobile,0,77.41
U0133,hiphop,free,8,193.8,2,1,mobile,1,58.73
U0382,rock,free,18,57.4,1,1,desktop,0,44.4
U0206,pop,free,7,268.3,5,0,mobile,1,37.99
U0098,pop,premium,9,,7,5,smart_speaker,0,66.18
U0209,jazz,family,17,237.4,5,5,smart_speaker,1,23.04
U0410,jazz,premium,9,180.8,2,0,mobile,1,93.09
U0175,rock,free,13,52.1,9,0,mobile,1,59.88
U0470,electronic,family,12,132.7,9,0,smart_speaker,0,19.6
U0064,hiphop,family,4,165.9,2,0,smart_speaker,1,60.7
U0327,hiphop,free,20,255.6,9,1,mobile,0,38.54
U0363,pop,family,0,,9,5,smart_speaker,1,44.85
U0390,rock,family,20,219.9,2,0,smart_speaker,1,73.98
U0253,electronic,free,8,180.3,1,2,mobile,1,47.33
U0462,electronic,free,10,168.2,10,,mobile,1,6.15
U0015,rock,free,8,,5,3,desktop,1,81.79
U0205,electronic,family,10,,9,,mobile,1,42.17
U0019,pop,premium,10,125.7,2,4,desktop,1,77.25
U0196,jazz,premium,22,293.7,9,0,mobile,1,70.47
U0454,rock,family,0,297.9,3,0,desktop,1,73.58
U0142,electronic,premium,2,196.2,3,1,desktop,0,73.65
U0267,classical,premium,23,75.5,9,0,smart_speaker,0,19.92
U0415,classical,family,1,93.0,7,1,smart_speaker,1,70.87
U0111,electronic,free,18,89.7,10,3,mobile,1,59.7
U0389,classical,premium,20,238.0,5,5,mobile,0,45.96
U0340,rock,free,16,223.6,0,0,smart_speaker,0,19.16
U0192,rock,free,13,168.8,6,2,smart_speaker,1,31.22
U0010,classical,premium,8,178.9,7,5,desktop,1,74.89
U0244,jazz,free,2,201.8,1,2,desktop,1,61.12
U0319,hiphop,premium,17,290.6,1,0,smart_speaker,1,100
U0198,electronic,free,13,235.4,10,4,smart_speaker,1,32.26
U0209,jazz,premium,2,240.2,6,0,smart_speaker,1,51.89
U0307,hiphop,free,23,,0,1,desktop,0,39.44
U0429,pop,free,23,158.4,10,2,mobile,0,55.41
U0389,classical,family,6,209.0,2,3,smart_speaker,0,47.99
U0336,electronic,free,2,266.0,0,1,mobile,1,52.45
U0037,jazz,free,14,131.2,8,5,desktop,0,62.77
U0451,pop,premium,7,271.0,0,3,desktop,1,96.55
U0423,hiphop,family,22,66.7,10,1,desktop,1,62.43
U0079,electronic,family,11,229.5,10,4,desktop,0,24.41
U0044,jazz,premium,23,241.9,10,1,mobile,1,54.37
U0046,rock,premium,5,88.7,9,3,smart_speaker,1,30.16
U0203,pop,premium,17,254.7,7,0,smart_speaker,0,69.87
U0190,pop,free,18,104.9,1,4,mobile,1,40.99
U0052,hiphop,premium,19,170.4,10,4,smart_speaker,1,56.26
U0223,jazz,premium,10,39.9,0,2,smart_speaker,1,70.22
U0363,rock,family,9,236.8,8,3,mobile,1,63.14
U0073,electronic,free,18,195.4,0,5,mobile,1,67.2
U0178,rock,premium,18,63.7,0,0,mobile,1,53.22
U0393,jazz,family,8,49.4,10,4,desktop,0,24.09
U0483,jazz,premium,16,98.7,3,5,smart_speaker,1,42.94
U0333,jazz,premium,6,114.8,3,4,desktop,1,55.4
U0010,electronic,family,18,255.9,7,2,desktop,1,72.38
U0023,rock,family,8,61.7,3,1,mobile,1,51.37
U0154,pop,premium,3,247.9,7,0,desktop,1,50.64
U0421,electronic,free,9,124.3,5,0,smart_speaker,0,50.95
U0146,jazz,family,12,,7,,smart_speaker,1,22.58
U0348,pop,family,1,148.3,0,3,smart_speaker,1,62.95
U0251,classical,premium,22,284.9,5,0,desktop,0,39.72
U0400,rock,family,17,279.3,6,5,mobile,1,59.86
U0405,hiphop,premium,7,211.9,5,4,desktop,0,60.25
U0276,rock,premium,2,92.2,5,1,smart_speaker,0,35.67
U0098,pop,family,14,113.7,7,4,mobile,1,36.63
U0246,electronic,family,18,237.5,1,2,smart_speaker,0,26.71
U0394,electronic,free,21,153.2,3,5,desktop,1,62.16
U0263,rock,premium,5,210.7,3,3,smart_speaker,1,84.71
U0410,pop,free,16,171.2,6,0,mobile,0,69.09
U0086,pop,premium,20,117.0,2,0,mobile,1,78.56
U0280,classical,free,10,263.6,6,2,desktop,1,45.21
U0359,rock,free,11,115.6,4,0,smart_speaker,0,85.41
U0353,classical,family,22,87.7,7,0,smart_speaker,1,22.74
U0330,classical,free,22,150.0,6,0,smart_speaker,1,76.1
U0481,pop,premium,12,74.8,1,4,mobile,0,49.28
U0050,pop,free,14,85.9,6,,mobile,1,70.5
U0203,jazz,premium,15,,9,,desktop,1,51.92
U0239,hiphop,free,23,30.7,6,5,mobile,1,25.08
U0049,hiphop,free,1,171.4,8,0,smart_speaker,1,13.13
U0023,rock,family,5,110.3,5,2,smart_speaker,1,54.7
U0056,classical,family,2,117.2,10,4,smart_speaker,0,45.34
U0292,pop,family,23,161.4,0,1,desktop,0,59.8
U0306,hiphop,family,1,48.7,5,0,mobile,1,89.6
U0489,pop,premium,8,289.4,3,,mobile,1,84.93
U0400,jazz,free,12,68.0,1,5,mobile,1,41.82
U0443,classical,free,6,129.4,3,2,mobile,0,21.4
U0186,hiphop,free,10,159.6,5,3,smart_speaker,0,70.18
U0449,rock,family,2,275.0,1,4,mobile,0,21.28
U0170,jazz,family,20,160.2,9,,mobile,1,64.19
U0253,hiphop,free,15,81.9,5,3,mobile,1,22.73
U0130,electronic,premium,0,290.1,4,1,smart_speaker,1,32.84
U0060,classical,premium,12,263.7,6,0,desktop,1,36.74
U0167,electronic,family,18,152.9,10,1,mobile,1,61.12
U0136,classical,premium,23,225.8,5,3,desktop,1,38.56
U0001,jazz,family,8,261.9,9,3,smart_speaker,0,36.94
U0199,pop,premium,9,43.9,9,4,desktop,1,66.86
U0212,pop,free,3,287.4,9,2,desktop,1,32.04
U0237,rock,family,18,71.0,6,1,desktop,1,17.78
U0349,pop,free,18,,8,5,desktop,1,68.01
U0371,classical,family,19,263.7,10,3,mobile,0,41.78
U0477,hiphop,family,15,,7,3,desktop,1,43.34
U0290,hiphop,free,12,156.5,2,3,mobile,0,22.89
U0225,rock,premium,3,191.2,2,0,desktop,0,49.94
U0483,rock,free,4,189.1,3,3,mobile,1,73.35
U0456,pop,premium,18,99.8,3,0,desktop,1,77.39
U0451,hiphop,premium,4,54.4,8,3,smart_speaker,0,34.98
U0196,jazz,premium,16,180.0,4,2,mobile,0,25.2
U0410,classical,free,8,124.5,4,4,mobile,1,28.5
U0228,hiphop,premium,4,246.2,7,3,smart_speaker,1,62.63
U0118,electronic,family,4,97.3,1,0,mobile,1,54.48
U0494,hiphop,free,18,208.7,8,4,smart_speaker,1,31.63
U0424,electronic,free,8,247.5,9,3,mobile,0,32.25
U0342,classical,premium,9,145.3,3,1,smart_speaker,0,61.47
U0022,rock,family,15,214.9,2,1,smart_speaker,0,64.23
U0336,pop,free,23,127.4,5,0,desktop,1,48.22
U0357,pop,free,8,65.5,7,5,mobile,0,28.33
U0208,electronic,family,18,104.5,0,5,desktop,0,55.02
U0377,classical,free,6,,5,3,mobile,0,57.35
U0111,hiphop,family,22,145.1,1,2,desktop,0,36.17
U0380,electronic,family,10,56.9,10,0,desktop,0,55.18
U0290,hiphop,premium,19,293.4,10,4,mobile,1,32.16
U0288,rock,family,23,64.1,3,4,desktop,0,72.83
U0295,electronic,free,15,166.5,9,2,smart_speaker,1,66.06
U0432,rock,family,20,106.3,2,3,desktop,1,35.18
U0440,pop,premium,5,248.9,3,1,desktop,0,71.75
U0122,electronic,free,5,185.3,7,1,smart_speaker,1,61.26
U0237,hiphop,free,8,201.5,3,2,desktop,1,67.19
U0193,jazz,premium,3,139.6,4,4,smart_speaker,0,98.73
U0315,classical,free,7,174.2,0,1,desktop,1,52.62
U0016,electronic,free,18,192.4,6,3,mobile,1,36.17
U0148,rock,premium,12,291.6,2,2,smart_speaker,0,87.92
U0119,pop,family,2,102.5,10,0,smart_speaker,1,37.63
U0124,pop,family,3,79.8,2,0,desktop,1,77.68
U0404,pop,free,20,101.8,9,1,desktop,1,51.08
U0157,rock,free,18,95.4,10,4,desktop,1,55.65
U0479,pop,premium,7,35.4,2,1,smart_speaker,1,63.97
U0400,rock,premium,10,,3,4,mobile,0,66.61
U0432,hiphop,premium,2,204.1,4,4,desktop,0,79.1
U0362,jazz,premium,8,44.2,4,1,mobile,1,56.71
U0384,pop,family,13,128.2,4,1,smart_speaker,0,35.89
U0119,electronic,family,12,104.8,3,5,smart_speaker,0,65.62
U0241,classical,family,7,83.5,8,1,mobile,0,61.46
U0120,jazz,premium,7,256.3,3,,mobile,1,51.2
U0389,hiphop,premium,0,175.5,3,3,mobile,0,45.7
U0178,pop,premium,2,63.9,2,0,desktop,0,50.8
U0256,pop,family,8,218.5,4,5,smart_speaker,1,89.54
U0202,jazz,free,2,72.2,5,1,desktop,0,57.95
U0395,classical,free,18,97.4,5,2,smart_speaker,0,46.16
U0159,classical,premium,2,266.1,1,3,desktop,1,73.18
U0222,rock,free,16,65.5,4,0,desktop,0,77.5
U0069,pop,family,21,207.4,6,1,mobile,0,48.93
U0149,rock,free,10,208.1,8,5,smart_speaker,1,43.17
U0236,pop,premium,6,217.0,6,,smart_speaker,0,66.5
U0041,jazz,premium,23,43.5,3,3,smart_speaker,0,60.16
U0107,pop,premium,12,134.2,3,0,desktop,1,77.11
U0419,electronic,premium,13,42.4,5,5,smart_speaker,1,46.62
U0205,classical,family,5,77.5,0,,mobile,1,40.8
U0284,pop,family,21,108.4,2,3,mobile,1,50.33
U0010,hiphop,family,7,222.2,0,1,mobile,1,70.49
U0307,classical,family,18,203.2,5,4,smart_speaker,0,41.84
U0457,pop,premium,12,182.4,6,4,smart_speaker,1,61.3
U0391,hiphop,free,2,125.7,0,4,desktop,1,41.71
U0156,rock,free,16,,10,1,smart_speaker,0,18.24
U0428,jazz,premium,10,87.8,7,3,mobile,0,62.12
U0051,hiphop,premium,22,59.2,2,0,desktop,1,67.26
U0053,rock,premium,21,287.6,4,0,smart_speaker,0,88.68
U0152,classical,free,16,224.4,10,4,mobile,1,24.72
U0245,rock,premium,12,87.9,3,2,mobile,0,78.86
U0031,pop,free,18,90.3,2,4,mobile,0,60.87
U0225,classical,family,20,297.4,6,1,smart_speaker,1,50.53
U0184,pop,family,19,72.3,5,2,smart_speaker,1,31.4
U0067,rock,premium,1,230.8,7,0,mobile,1,29.97
U0189,classical,family,23,,4,4,smart_speaker,0,48.86
U0173,pop,premium,12,221.6,1,1,smart_speaker,0,63.52
U0284,jazz,premium,15,39.1,8,1,desktop,0,28.73
U0425,classical,premium,9,34.0,2,2,smart_speaker,0,46.88
U0279,hiphop,free,23,264.4,3,2,desktop,0,52.18
U0057,classical,free,22,213.3,10,0,desktop,0,53.05
U0128,electronic,family,13,,1,,desktop,0,60.37
U0426,pop,family,19,115.1,6,5,smart_speaker,0,62.84
U0372,hiphop,premium,17,239.8,4,,mobile,0,49.68
U0036,classical,free,3,299.8,8,2,mobile,1,70.51
U0358,electronic,free,5,61.3,9,2,desktop,1,12.04
U0382,jazz,free,12,109.9,8,1,mobile,0,22.2
U0135,jazz,premium,8,63.8,2,5,desktop,1,71.37
U0114,rock,premium,8,199.4,9,4,desktop,0,58.02
U0118,rock,family,3,136.2,9,1,smart_speaker,1,81.48
U0009,rock,free,13,151.7,3,5,smart_speaker,0,47.38
U0474,hiphop,free,2,39.8,0,4,desktop,1,43.82
U0116,hiphop,free,12,35.8,4,4,desktop,1,56.28
U0449,classical,premium,20,250.4,9,2,smart_speaker,0,52.87
U0414,pop,free,1,153.1,7,,mobile,1,40.58
U0490,rock,family,15,275.0,9,1,mobile,1,54.44
U0227,pop,family,22,254.7,0,0,mobile,0,51.74
U0151,pop,premium,10,144.2,4,1,smart_speaker,1,71.97
U0474,jazz,premium,5,296.1,7,0,mobile,0,18.61
U0465,pop,free,9,245.2,9,5,desktop,1,24.93
U0379,classical,premium,20,93.5,7,4,desktop,1,64.23
U0080,jazz,family,15,71.1,3,4,desktop,1,77.34
U0319,rock,premium,21,179.4,10,5,mobile,0,35.28
U0103,pop,premium,19,283.1,6,,desktop,0,54.59
U0312,rock,free,22,66.8,0,4,smart_speaker,0,83.03
U0190,jazz,premium,9,251.3,8,3,mobile,0,70.45
U0168,jazz,premium,0,92.3,3,1,desktop,0,63.86
U0203,hiphop,family,18,127.8,2,5,mobile,1,33.49
U0028,pop,free,21,288.8,1,5,mobile,0,70.42
U0218,pop,premium,2,154.1,8,2,smart_speaker,0,38.3
U0025,electronic,family,17,206.9,3,2,smart_speaker,1,72.97
U0320,pop,family,21,276.6,8,3,mobile,0,56.0
U0341,jazz,family,3,270.0,7,1,smart_speaker,1,64.15
U0481,jazz,premium,23,193.6,2,4,smart_speaker,0,88.22
U0042,classical,family,12,62.8,6,,smart_speaker,0,60.44
U0080,rock,premium,8,216.4,6,3,smart_speaker,0,31.48
U0212,hiphop,premium,8,,3,4,smart_speaker,0,70.18
U0376,rock,family,5,67.8,8,5,desktop,1,72.31
U0124,hiphop,family,8,198.6,5,1,mobile,1,51.01
U0315,hiphop,premium,8,170.5,3,5,smart_speaker,1,79.91
U0058,pop,free,9,90.1,0,0,smart_speaker,0,35.75
U0256,hiphop,free,10,123.9,10,5,mobile,1,61.49
U0246,classical,free,5,185.8,2,,smart_speaker,1,85.22
U0489,rock,premium,5,78.2,6,0,mobile,0,28.32
U0408,pop,free,19,207.6,9,3,desktop,0,58.12
U0497,classical,free,19,293.7,9,2,mobile,0,13.74
U0038,pop,premium,21,135.7,7,,smart_speaker,1,37.54
U0182,hiphop,family,14,58.1,2,4,desktop,0,38.66
U0022,jazz,premium,7,,8,4,mobile,1,79.91
U0287,rock,family,14,275.5,2,0,desktop,0,21.22
U0219,jazz,premium,17,79.7,7,0,smart_speaker,1,66.32
U0282,jazz,free,17,254.0,1,5,mobile,1,41.64
U0323,hiphop,premium,2,227.5,5,0,smart_speaker,0,43.24
U0187,pop,free,16,112.0,8,5,mobile,0,46.46
U0007,rock,premium,0,66.4,3,1,smart_speaker,0,41.01
U0464,rock,family,8,266.8,10,3,desktop,0,58.02
U0073,classical,free,19,142.2,6,3,desktop,1,58.51
U0242,electronic,family,9,,3,2,desktop,1,76.03
U0051,hiphop,premium,8,31.2,10,2,smart_speaker,1,58.75
U0052,jazz,family,20,139.9,2,3,smart_speaker,0,45.21
U0061,jazz,free,10,206.6,6,5,desktop,0,50.39
U0396,rock,free,10,221.3,5,1,smart_speaker,0,30.71
U0025,jazz,family,17,153.1,7,1,desktop,1,44.63
U0489,electronic,family,9,139.2,5,5,mobile,1,25.92
U0169,rock,premium,10,147.6,2,5,smart_speaker,0,56.57
U0114,pop,premium,8,35.0,3,,desktop,0,74.06
U0279,hiphop,free,9,65.4,9,1,desktop,1,70.37
U0394,jazz,family,23,267.4,0,2,smart_speaker,1,36.4
U0437,pop,free,21,151.3,9,1,mobile,1,64.19
U0240,hiphop,free,14,117.8,10,3,mobile,1,57.16
U0020,pop,premium,21,75.3,1,1,desktop,1,31.1
U0469,classical,free,8,213.8,1,4,smart_speaker,0,29.76
U0200,pop,family,3,227.2,9,5,desktop,0,42.31
U0325,jazz,family,12,276.3,3,5,desktop,1,77.61
U0330,classical,family,16,206.0,8,2,mobile,1,39.8
U0125,pop,family,18,,0,3,smart_speaker,1,77.38
U0483,electronic,family,9,114.4,10,5,desktop,1,24.7
U0436,pop,premium,12,253.7,6,5,desktop,1,61.66
U0182,classical,free,22,282.9,4,4,smart_speaker,0,83.64
U0265,jazz,family,20,183.3,0,4,smart_speaker,1,47.2
U0388,rock,family,15,209.8,8,,desktop,1,62.85
U0112,jazz,family,1,287.9,3,,desktop,0,73.19
U0199,pop,family,20,115.4,0,0,desktop,0,40.72
U0081,rock,free,6,165.3,4,,mobile,1,51.55
U0284,jazz,family,1,90.5,2,5,desktop,1,29.17
U0235,rock,premium,22,119.4,1,3,mobile,1,69.8
U0066,rock,premium,15,108.8,9,0,smart_speaker,0,64.07
U0161,jazz,premium,22,296.9,2,,desktop,0,65.67
U0159,jazz,premium,18,156.9,6,1,mobile,0,79.35
U0306,pop,family,4,227.8,0,2,mobile,1,72.78
U0446,rock,family,20,221.7,0,2,desktop,1,56.24
U0181,rock,family,0,130.2,5,2,smart_speaker,1,28.49
U0171,hiphop,free,15,237.4,9,2,mobile,0,52.72
U0250,hiphop,free,18,46.7,10,0,mobile,0,60.32
U0194,electronic,family,4,144.5,9,,smart_speaker,0,11.77
U0289,hiphop,premium,10,138.1,7,0,desktop,1,22.84
U0348,pop,free,1,187.7,3,4,mobile,1,31.5
U0244,rock,free,12,49.9,10,1,smart_speaker,0,35.19
U0380,classical,free,18,241.5,9,0,desktop,0,0.01
U0044,rock,free,13,,0,1,mobile,0,53.05
U0233,pop,premium,9,117.5,8,3,mobile,0,30.94
U0100,rock,free,22,254.3,0,1,desktop,0,73.41
U0188,classical,family,10,267.9,7,4,desktop,0,61.26
U0454,jazz,premium,4,99.4,5,3,mobile,1,59.95
U0281,classical,premium,0,248.8,9,2,desktop,1,39.02
U0445,pop,premium,2,196.0,8,1,smart_speaker,1,20.19
U0070,classical,free,12,49.2,10,2,mobile,1,9.61
U0175,rock,premium,2,284.2,0,5,smart_speaker,1,67.92
U0354,electronic,premium,12,157.4,9,5,mobile,0,48.33
U0269,rock,free,5,299.1,2,2,mobile,1,58.42
U0406,pop,free,18,293.8,8,4,mobile,1,30.32
U0360,pop,premium,0,240.5,10,0,desktop,0,23.7
U0486,pop,premium,9,91.0,6,4,desktop,1,61.59
U0232,electronic,free,20,141.3,10,,mobile,0,20.74
U0027,electronic,premium,1,164.0,5,,mobile,0,36.3
U0077,jazz,family,9,74.1,10,5,smart_speaker,0,23.92
U0318,hiphop,premium,19,157.8,10,5,smart_speaker,1,64.3
U0445,classical,premium,10,232.1,7,2,mobile,1,22.81
U0391,electronic,premium,21,45.2,1,0,desktop,0,46.12
U0021,electronic,premium,2,298.7,3,4,mobile,1,79.66
U0294,electronic,family,14,61.1,10,0,smart_speaker,1,22.92
U0393,pop,premium,9,42.5,5,4,smart_speaker,1,71.59
U0314,pop,family,1,251.3,5,1,desktop,0,68.47
U0228,jazz,premium,10,,9,3,mobile,0,36.16
U0499,hiphop,family,18,273.4,1,0,smart_speaker,1,66.08
U0442,pop,family,8,144.6,8,5,smart_speaker,1,52.12
U0183,classical,premium,3,86.6,10,5,mobile,1,58.69
U0436,classical,free,1,69.9,6,2,smart_speaker,1,54.57
U0170,jazz,family,5,169.6,7,4,mobile,0,73.5
U0438,jazz,premium,21,226.8,4,3,mobile,1,40.59
U0054,hiphop,family,17,214.2,2,3,mobile,1,44.81
U0173,classical,free,8,68.9,2,3,smart_speaker,1,46.79
U0241,jazz,premium,8,99.7,7,0,mobile,1,17.95
U0471,classical,free,23,297.6,3,0,smart_speaker,1,66.43
U0171,electronic,free,22,97.8,3,0,mobile,0,75.32
U0431,classical,premium,9,95.4,10,0,mobile,1,46.0
U0068,electronic,free,1,249.1,0,2,smart_speaker,1,47.02
U0444,jazz,free,3,65.5,2,2,mobile,0,33.73
U0091,electronic,family,15,141.7,10,2,desktop,1,17.75
U0442,pop,free,4,86.6,0,1,smart_speaker,1,62.54
U0214,pop,premium,22,123.6,8,3,desktop,0,29.6
U0167,electronic,premium,2,37.8,10,5,smart_speaker,0,44.67
U0340,classical,family,17,187.7,5,4,desktop,1,57.61
U0366,classical,family,9,165.4,2,4,desktop,1,71.87
U0041,electronic,free,21,196.6,8,3,mobile,0,24.7
U0082,pop,free,13,171.2,4,3,smart_speaker,1,70.33
U0360,electronic,premium,5,172.9,6,5,mobile,0,34.91
U0468,hiphop,premium,17,102.5,1,0,desktop,0,75.75
U0327,electronic,premium,20,159.7,5,1,mobile,0,87.14
U0436,hiphop,premium,20,39.9,4,2,smart_speaker,1,74.56
U0065,hiphop,free,23,252.7,2,3,mobile,1,68.09
U0404,jazz,free,23,119.4,5,3,smart_speaker,0,83.66
U0235,electronic,free,9,142.2,8,0,desktop,1,32.06
U0443,jazz,premium,20,172.5,5,0,desktop,1,66.52
U0344,hiphop,premium,23,80.6,2,0,smart_speaker,0,49.24
U0309,jazz,premium,17,216.2,0,,desktop,0,30.11
U0299,classical,family,8,143.9,0,0,smart_speaker,1,19.83
U0044,rock,family,1,287.9,9,5,mobile,0,49.78
U0389,hiphop,free,17,126.1,8,2,smart_speaker,0,17.19
U0345,pop,free,11,85.8,4,1,desktop,1,60.54
U0252,rock,family,14,116.1,6,3,smart_speaker,1,46.24
U0470,classical,family,9,163.6,9,4,desktop,1,2.16
U0123,electronic,family,12,221.7,1,2,smart_speaker,1,86.76
U0491,jazz,free,17,123.1,2,1,smart_speaker,1,46.05
U0458,electronic,family,20,74.3,1,2,mobile,0,48.81
U0364,rock,free,9,131.1,4,2,mobile,0,82.27
U0070,hiphop,family,12,268.1,7,4,smart_speaker,0,36.65
U0030,rock,family,11,95.3,1,5,desktop,1,17.45
U0396,hiphop,free,9,244.5,0,0,mobile,0,64.26
U0462,pop,premium,22,74.5,7,4,smart_speaker,0,64.47
U0312,jazz,free,4,207.0,2,3,mobile,0,67.67
U0305,pop,free,6,230.1,3,4,smart_speaker,1,56.59
U0352,classical,premium,22,154.7,8,1,desktop,0,47.78
U0066,pop,free,4,,2,5,smart_speaker,0,57.42
U0149,classical,premium,17,,9,4,mobile,0,54.62
U0347,hiphop,premium,11,61.6,9,4,smart_speaker,0,60.85
U0165,hiphop,family,23,85.9,7,1,desktop,1,46.73
U0154,electronic,family,2,53.0,10,4,smart_speaker,0,57.92
U0246,jazz,free,10,38.1,3,1,mobile,0,27.15
U0410,jazz,family,11,288.7,1,4,desktop,1,45.02
U0178,electronic,free,11,206.3,2,3,smart_speaker,0,18.75
U0014,rock,family,15,166.0,1,5,smart_speaker,0,49.2
U0500,pop,free,18,262.1,3,,desktop,1,17.73
U0177,classical,family,8,191.2,6,4,mobile,0,69.38
U0031,pop,premium,3,115.9,0,4,desktop,0,63.7
U0025,classical,premium,6,88.4,3,3,desktop,1,54.95
U0270,classical,free,19,76.2,7,5,mobile,1,14.43
U0269,jazz,family,22,130.9,5,2,desktop,0,34.74
U0489,hiphop,free,6,170.2,2,1,desktop,1,40.73
U0466,rock,family,22,137.0,9,1,mobile,0,53.98
U0211,jazz,premium,11,141.6,4,5,desktop,1,38.4
U0119,hiphop,free,4,,3,2,desktop,0,57.31
U0134,jazz,family,9,,1,2,desktop,0,42.46
U0092,classical,free,22,87.8,6,0,desktop,1,10.84
U0441,rock,premium,2,194.0,6,0,desktop,1,57.12
U0323,jazz,premium,11,77.4,6,1,desktop,1,95.43
U0119,hiphop,premium,2,247.9,3,5,desktop,1,44.4
U0174,classical,premium,21,144.5,0,0,mobile,0,46.96
U0078,hiphop,free,7,131.6,9,2,smart_speaker,0,67.94
U0334,electronic,premium,23,86.1,8,2,smart_speaker,0,71.07
U0231,pop,family,6,240.8,9,3,smart_speaker,1,27.74
U0059,pop,free,13,243.5,0,4,smart_speaker,1,63.68
U0243,hiphop,free,0,76.6,7,2,smart_speaker,1,79.85
U0064,jazz,free,19,98.9,9,3,smart_speaker,1,39.12
U0385,electronic,premium,22,125.5,6,2,mobile,0,58.67
U0058,hiphop,family,22,205.1,7,2,desktop,1,54.69
U0161,electronic,free,13,178.7,2,5,smart_speaker,1,67.74
U0352,electronic,free,1,33.4,8,0,mobile,1,43.9
U0039,electronic,family,7,,4,4,desktop,1,32.33
U0472,jazz,free,20,202.0,3,2,mobile,0,46.47
U0415,hiphop,family,11,207.8,9,0,smart_speaker,0,19.15
U0071,hiphop,premium,12,153.2,7,0,desktop,0,77.63
U0269,hiphop,free,21,243.4,4,,smart_speaker,0,51.36
U0296,pop,free,13,111.2,6,3,smart_speaker,0,88.83
U0124,pop,family,14,111.9,4,3,mobile,1,83.14
U0095,rock,premium,23,292.0,8,5,desktop,1,10.22
U0062,electronic,free,10,120.3,1,5,smart_speaker,0,55.04
U0084,rock,premium,15,188.1,9,3,desktop,0,12.98
U0432,rock,family,6,204.6,5,3,desktop,1,72.93
U0343,classical,free,3,30.3,0,5,desktop,0,69.85
U0011,hiphop,free,7,239.7,8,5,desktop,1,44.7
U0481,classical,free,5,,0,4,mobile,1,40.34
U0355,hiphop,premium,23,148.9,6,1,smart_speaker,1,39.21
U0437,hiphop,premium,21,249.3,6,1,desktop,1,47.17
U0307,classical,free,16,299.4,4,4,desktop,0,68.43
U0413,pop,free,9,65.7,2,,desktop,0,54.55
U0111,rock,family,12,274.1,5,2,desktop,0,34.19
U0314,electronic,free,14,251.4,0,1,desktop,0,39.6
U0140,hiphop,premium,23,63.0,5,1,desktop,0,48.35
U0409,jazz,free,12,237.1,9,1,mobile,1,37.34
U0077,classical,premium,22,238.8,8,1,mobile,1,66.5
U0096,jazz,family,6,92.9,3,5,smart_speaker,0,17.99
U0336,rock,premium,1,150.4,4,1,mobile,0,61.45
U0276,classical,free,17,137.6,1,5,desktop,0,36.87
U0269,electronic,family,20,282.5,10,3,smart_speaker,1,46.04
U0458,electronic,family,12,257.9,5,5,smart_speaker,0,13.42
U0406,rock,premium,19,147.5,0,5,mobile,1,42.71
U0497,classical,premium,16,196.5,4,1,smart_speaker,0,63.06
U0234,classical,family,14,212.8,8,5,mobile,0,49.13
U0012,rock,free,3,131.0,9,3,desktop,1,51.34
U0066,jazz,free,12,266.8,10,5,smart_speaker,0,22.49
U0235,rock,premium,15,55.3,4,4,smart_speaker,1,37.78
U0316,pop,family,0,120.4,4,3,desktop,0,31.41
U0167,jazz,family,12,212.8,4,5,desktop,0,55.47
U0306,jazz,free,6,123.9,4,3,smart_speaker,1,39.15
U0241,pop,family,15,44.5,1,,mobile,1,75.73
U0350,electronic,free,11,207.3,7,5,mobile,0,72.14
U0105,jazz,family,14,87.7,1,3,mobile,0,55.95
U0281,classical,premium,12,226.4,7,5,mobile,1,38.81
U0474,hiphop,family,18,83.4,7,4,desktop,1,34.7
U0403,classical,family,0,163.8,6,5,smart_speaker,1,47.57
U0287,pop,free,9,162.5,3,3,desktop,1,34.76
U0492,rock,family,14,268.2,5,4,mobile,1,43.56
U0177,pop,family,6,245.7,4,3,mobile,0,81.44
U0182,pop,family,12,197.1,8,,mobile,1,33.01
U0123,pop,family,18,253.7,6,4,smart_speaker,0,33.3
U0119,jazz,premium,16,119.1,1,0,smart_speaker,1,66.93
U0422,rock,family,14,170.7,0,2,desktop,1,49.66
U0411,pop,free,15,149.1,7,4,mobile,0,40.59
U0096,rock,free,10,,3,5,desktop,1,70.96
U0258,electronic,family,2,273.8,0,,desktop,0,36.24
U0309,rock,free,6,258.2,6,5,desktop,0,17.18
U0384,pop,free,5,242.1,7,4,mobile,0,81.34
U0453,pop,free,5,248.9,7,4,mobile,1,35.25
U0414,pop,family,9,238.1,1,3,smart_speaker,1,38.92
